043065170089941Hornbach      VL-6979                            200608142006081415:00                                                    710264567                          VL-6979                                         87124230071098712423007109                          1             
14022693605177               34.1286  V&B Subway 6600.10 wandcloset dieps                                                             2PCE                                                                                                     7127532                            
18717306081290               53.3540  Riko 105 Kniekopperling 15X15                                                                  10PCE                                                                                                     4149635                            
18717306080460               13.3600  Knel kogelkraan volle doorlaat vern                                                             6PCE                                                                                                     5069705                            
18713888203037               46.4700  AC200 mechanische thermostaat                                                                  20PCE                                                                                                     4152484                            
14005176120770               28.2005  1200100M Grohe Set S-koppelingen 1/                                                             6PCE                                                                                                     4199339                            
14005681006781               33.3740  Abu Closetaansl.Recht 110X400 Perg                                                              6PCE                                                                                                     5030089                            
18711238100043               42.3501  Veha Stromingsbuis 1110 X 1/2"                                                                  2PCE                                                                                                     5091453                            
18717306080095               69.3552  Set mess.sold.muurplaatkoppelingen+                                                            10PCE                                                                                                     5091901                            
18717306080286               69.3606  Mess.sold.muurplaat-beugel Gemini 1                                                            10PCE                                                                                                     5116519                            
